year,expansion,n,area_ha_t0,area_ha_t1,gridid
1994,1,377,11684.43,617.49,251
1995,0,1223,0,880.8299999999999,251
1995,1,786,14614.29,1182.87,251
1996,0,646,0,453.6,251
1996,1,454,13868.28,521.64,251
1997,0,349,0,275.04,251
1997,1,573,13585.05,753.84,251
1998,0,649,0,440.64,251
1998,1,523,15050.52,656.1,251
1999,0,676,0,478.08,251
1999,1,766,20303.28,1202.6699999999998,251
2000,0,970,0,688.05,251
2000,1,941,22404.87,1251.36,251
2001,0,746,0,658.0799999999999,251
2001,1,493,15097.32,737.8199999999999,251
2002,0,1129,0,844.92,251
2002,1,1014,21771.9,1596.69,251
2003,0,933,0,814.86,251
2003,1,545,21209.039999999997,870.2099999999999,251
2005,0,719,0,427.68,251
2005,1,1170,32153.04,1430.91,251
2006,0,116,0,102.6,251
2006,1,342,20726.91,490.77,251
2007,0,476,0,373.5,251
2007,1,747,26226.36,1025.37,251
2008,0,485,0,304.74,251
2008,1,821,26657.55,890.73,251
2010,0,115,0,78.57,251
2010,1,310,18599.94,389.52,251
2011,0,430,0,253.26,251
2011,1,771,25403.94,811.0799999999999,251
2012,0,325,0,184.95,251
2012,1,854,31386.06,1048.86,251
2013,0,314,0,196.11,251
2013,1,443,20583.18,514.17,251
2014,0,717,0,343.08,251
2014,1,1448,36964.619999999995,1436.49,251
2015,0,1546,0,875.3399999999999,251
2015,1,1522,26246.25,1630.8,251
2016,0,467,0,252.36,251
2016,1,821,18831.15,696.24,251
2017,0,1326,0,672.12,251
2017,1,1999,24440.58,1831.77,251
2018,0,998,0,582.93,251
2018,1,879,17423.01,1070.55,251
2019,0,804,0,427.14,251
2019,1,1669,23916.96,2187.54,251
2020,0,807,0,438.48,251
2020,1,1527,15762.06,1230.48,251
2021,0,862,0,478.8,251
2021,1,2266,24286.32,1995.03,251
2022,0,1075,0,593.28,251
2022,1,1701,19443.69,1589.58,251
2023,0,136,0,88.2,251
2023,1,309,12138.21,357.47999999999996,251
1986,0,56,0,44.28,252
1986,1,9,51.84,18.81,252
1987,0,68,0,46.71,252
1987,1,8,19.89,14.13,252
1988,0,30,0,28.53,252
1988,1,11,53.46,38.07,252
1989,0,117,0,96.75,252
1989,1,37,118.26,73.89,252
1990,0,40,0,39.78,252
1990,1,18,151.29,34.019999999999996,252
1991,0,28,0,41.85,252
1991,1,13,34.29,21.78,252
1992,0,44,0,53.459999999999994,252
1992,1,21,62.01,29.34,252
1993,0,119,0,82.25999999999999,252
1993,1,73,341.19,116.73,252
1994,0,23,0,21.51,252
1994,1,13,217.8,44.19,252
1995,0,39,0,45.36,252
1995,1,43,207.45,62.82,252
1996,0,16,0,14.13,252
1996,1,22,204.39,39.96,252
1997,0,213,0,149.76,252
1997,1,173,1090.53,331.46999999999997,252
1998,0,22,0,20.16,252
1998,1,52,610.83,67.5,252
1999,0,56,0,69.92999999999999,252
1999,1,86,1144.17,208.53,252
2000,0,23,0,15.48,252
2000,1,40,1200.24,102.69,252
2001,0,17,0,17.55,252
2001,1,29,1046.25,97.47,252
2002,0,40,0,41.04,252
2002,1,65,1431.9,88.92,252
2003,0,37,0,24.39,252
2003,1,93,2111.4,207.18,252
2004,0,15,0,20.52,252
2004,1,9,1355.85,39.51,252
2005,0,14,0,29.7,252
2005,1,43,1872,85.5,252
2006,0,7,0,6.3,252
2006,1,21,259.2,27.27,252
2007,0,47,0,32.58,252
2007,1,95,2494.89,243.99,252
2008,0,2,0,0.99,252
2008,1,20,1626.75,38.34,252
2009,0,6,0,5.22,252
2009,1,18,2018.97,61.2,252
2010,0,9,0,9.72,252
2010,1,19,1561.5,44.01,252
2011,0,2,0,0.9,252
2011,1,9,796.86,28.709999999999997,252
2012,0,58,0,52.47,252
2012,1,171,3747.15,468.45,252
2013,0,5,0,3.87,252
2013,1,22,1336.86,47.61,252
2014,1,10,2265.39,44.1,252
2015,0,3,0,3.42,252
2015,1,19,2334.42,49.05,252
2016,0,6,0,5.58,252
2016,1,31,2807.73,93.96,252
2017,0,32,0,18.54,252
2017,1,57,3041.82,146.88,252
2018,0,1,0,0.72,252
2018,1,23,2664.81,106.2,252
2019,0,6,0,2.7,252
2019,1,27,2389.95,85.95,252
2020,0,7,0,10.62,252
2020,1,22,2216.25,136.79999999999998,252
2021,0,13,0,22.5,252
2021,1,40,2799.99,122.67,252
2022,0,25,0,14.4,252
2022,1,121,3559.23,237.06,252
2023,1,12,2324.43,62.459999999999994,252
1986,0,607,0,644.85,253
1986,1,82,623.43,161.1,253
1987,0,1238,0,998.46,253
1987,1,274,1374.57,455.94,253
1988,0,503,0,553.3199999999999,253
1988,1,129,1143,313.02,253
1989,0,1022,0,783,253
1989,1,514,2419.92,773.28,253
1990,0,3,0,1.89,253
1990,1,1,0.36,0.36,253
1991,0,417,0,462.6,253
1991,1,209,1244.4299999999998,295.56,253
1992,0,630,0,493.56,253
1992,1,795,4776.48,1061.28,253
1993,0,1085,0,898.29,253
1993,1,656,5362.38,976.32,253
1994,0,141,0,154.44,253
1994,1,126,3679.02,296.72999999999996,253
1995,0,217,0,250.92,253
1995,1,251,3554.37,410.85,253
1996,0,436,0,332.46,253
1996,1,597,6430.7699999999995,706.5899999999999,253
1997,0,203,0,167.22,253
1997,1,443,5016.51,474.03,253
1998,0,273,0,215.73,253
1998,1,468,5996.79,607.9499999999999,253
1999,0,165,0,139.68,253
1999,1,313,3961.8,488.88,253
2000,0,222,0,205.92,253
2000,1,362,6799.05,530.91,253
2001,0,182,0,176.57999999999998,253
2001,1,328,7674.66,529.1999999999999,253
2002,0,124,0,131.57999999999998,253
2002,1,375,10259.46,633.06,253
2003,0,260,0,227.43,253
2003,1,426,9826.29,787.77,253
2004,0,1,0,0.45,253
2004,1,3,92.7,10.62,253
2005,0,142,0,112.32,253
2005,1,497,11964.51,867.3299999999999,253
2006,0,137,0,127.26,253
2006,1,284,10283.76,615.24,253
2007,0,196,0,154.26,253
2007,1,597,15861.51,1139.04,253
2008,0,94,0,85.41,253
2008,1,323,13467.6,731.97,253
2009,0,3,0,1.17,253
2009,1,6,134.73,9,253
2010,0,94,0,77.58,253
2010,1,265,11663.01,516.3299999999999,253
2011,0,96,0,70.2,253
2011,1,431,15382.62,815.5799999999999,253
2012,0,229,0,146.51999999999998,253
2012,1,879,20318.85,1510.2,253
2013,0,56,0,42.93,253
2013,1,234,14081.76,504.81,253
2014,0,41,0,35.55,253
2014,1,173,13325.31,426.78,253
2015,0,105,0,79.2,253
2015,1,439,15173.19,638.55,253
2016,0,127,0,94.5,253
2016,1,390,12062.07,709.8299999999999,253
2017,0,233,0,170.46,253
2017,1,553,12543.84,854.73,253
2018,0,78,0,64.71,253
2018,1,254,9537.75,543.6899999999999,253
2019,0,55,0,47.25,253
2019,1,206,7480.08,518.13,253
2020,0,141,0,87.66,253
2020,1,491,11298.33,750.87,253
2021,0,69,0,62.55,253
2021,1,233,7242.57,465.48,253
2022,0,470,0,274.40999999999997,253
2022,1,944,12618.27,1387.26,253
2023,0,68,0,62.099999999999994,253
2023,1,166,5256,422.19,253
1986,0,1488,0,1546.11,254
1986,1,119,446.4899999999999,226.35,254
1987,0,3408,0,2792.43,254
1987,1,477,987.66,687.6899999999999,254
1988,0,2739,0,2148.5699999999997,254
1988,1,501,1350.54,759.06,254
1989,0,1066,0,891.54,254
1989,1,380,1428.12,497.88,254
1990,0,916,0,591.84,254
1990,1,513,1131.84,543.42,254
1991,0,3017,0,2547.45,254
1991,1,789,2232.09,977.76,254
1992,0,1029,0,864.81,254
1992,1,682,2486.7,858.87,254
1993,0,6031,0,4622.3099999999995,254
1993,1,3255,7852.32,4377.42,254
1994,0,686,0,574.56,254
1994,1,542,2681.91,733.86,254
1995,0,569,0,516.24,254
1995,1,620,3205.44,781.65,254
1996,0,575,0,476.91,254
1996,1,678,3870.54,814.3199999999999,254
1997,0,2123,0,1392.48,254
1997,1,3186,10992.51,3839.04,254
1998,0,712,0,584.46,254
1998,1,936,5321.79,1119.24,254
1999,0,509,0,447.66,254
1999,1,518,4352.67,775.98,254
2000,0,943,0,739.7099999999999,254
2000,1,1511,9529.74,1937.61,254
2001,0,802,0,612.63,254
2001,1,1217,9467.46,1575.81,254
2002,0,430,0,428.31,254
2002,1,561,5922.36,860.9399999999999,254
2003,0,1130,0,957.6,254
2003,1,2233,13307.31,2816.01,254
2004,0,43,0,30.24,254
2004,1,116,1652.31,172.17,254
2005,0,869,0,693.72,254
2005,1,1630,12138.12,2163.51,254
2006,0,410,0,328.95,254
2006,1,825,9263.61,1303.47,254
2007,0,617,0,535.41,254
2007,1,1107,10899,1569.96,254
2008,0,489,0,430.2,254
2008,1,1087,13995.54,1643.4,254
2009,0,77,0,74.61,254
2009,1,239,2951.91,274.40999999999997,254
2010,0,306,0,307.97999999999996,254
2010,1,779,10706.76,1356.66,254
2011,0,286,0,229.95,254
2011,1,1071,16285.59,1653.75,254
2012,0,785,0,613.8,254
2012,1,1726,19965.51,2647.62,254
2013,0,277,0,238.23,254
2013,1,586,13989.06,1090.71,254
2014,0,173,0,148.86,254
2014,1,565,13966.92,1010.16,254
2015,0,349,0,263.25,254
2015,1,1347,17607.69,1622.52,254
2016,0,336,0,306.27,254
2016,1,872,13727.52,1331.01,254
2017,0,671,0,475.92,254
2017,1,2090,19584,2755.35,254
2018,0,396,0,365.31,254
2018,1,685,11299.68,1213.47,254
2019,0,205,0,152.82,254
2019,1,589,11363.4,893.25,254
2020,0,225,0,189.27,254
2020,1,702,10684.8,917.55,254
2021,0,255,0,229.23,254
2021,1,745,9941.13,1050.12,254
2022,0,520,0,371.07,254
2022,1,1446,13356.09,1905.48,254
2023,0,242,0,231.3,254
2023,1,444,5762.969999999999,721.7099999999999,254
1986,0,1198,0,1155.87,255
1986,1,108,374.4,190.8,255
1987,0,5419,0,4357.71,255
1987,1,702,1216.8,991.26,255
1988,0,2486,0,1893.33,255
1988,1,539,1835.19,853.8299999999999,255
1989,0,989,0,828.99,255
1989,1,386,2234.61,631.35,255
1990,0,1349,0,1023.75,255
1990,1,960,4085.19,1200.33,255
1991,0,1756,0,1440.54,255
1991,1,797,3634.92,1087.47,255
1992,0,951,0,740.16,255
1992,1,864,5127.75,1069.92,255
1993,0,1580,0,1078.38,255
1993,1,2058,8758.71,2342.43,255
1994,0,618,0,444.51,255
1994,1,535,5068.17,765.9,255
1995,0,615,0,474.57,255
1995,1,814,5613.66,1000.53,255
1996,0,969,0,634.9499999999999,255
1996,1,1459,8480.699999999999,1687.14,255
1997,0,1716,0,1134.72,255
1997,1,1925,9982.35,2314.35,255
1998,0,491,0,367.56,255
1998,1,837,7508.969999999999,1068.75,255
1999,0,673,0,482.67,255
1999,1,829,7651.62,1082.52,255
2000,0,811,0,529.8299999999999,255
2000,1,1630,12525.84,1893.96,255
2001,0,1559,0,1057.77,255
2001,1,1641,14381.28,2155.95,255
2002,0,225,0,182.25,255
2002,1,384,8111.7,592.47,255
2003,0,398,0,285.12,255
2003,1,804,10088.37,1023.3,255
2004,0,164,0,147.15,255
2004,1,587,9991.8,813.6,255
2005,0,778,0,536.9399999999999,255
2005,1,1886,16863.57,2454.48,255
2006,0,277,0,175.59,255
2006,1,793,14045.76,1017.18,255
2007,0,796,0,590.31,255
2007,1,1640,19099.98,2505.69,255
2008,0,241,0,170.46,255
2008,1,547,13492.89,849.15,255
2009,0,140,0,92.16,255
2009,1,424,11538.99,657.4499999999999,255
2010,0,267,0,207.72,255
2010,1,809,17228.97,1074.69,255
2011,0,197,0,124.74,255
2011,1,957,19553.85,1271.16,255
2012,0,718,0,509.85,255
2012,1,1783,23184.63,2273.49,255
2013,0,204,0,156.15,255
2013,1,516,15701.76,809.1899999999999,255
2014,0,134,0,81.53999999999999,255
2014,1,381,15911.82,561.87,255
2015,0,770,0,456.48,255
2015,1,2663,27140.67,3634.2,255
2016,0,229,0,188.01,255
2016,1,382,11663.37,585,255
2017,0,417,0,251.46,255
2017,1,1451,15418.35,1653.9299999999998,255
2018,0,209,0,183.78,255
2018,1,392,8553.51,614.88,255
2019,0,207,0,154.53,255
2019,1,622,9676.89,784.53,255
2020,0,178,0,142.11,255
2020,1,449,6027.75,532.4399999999999,255
2021,0,466,0,297.9,255
2021,1,1360,8431.83,1466.19,255
2022,0,344,0,236.79,255
2022,1,696,7848,904.05,255
2023,0,240,0,170.73,255
2023,1,533,5726.429999999999,633.78,255
1986,0,315,0,324.53999999999996,256
1986,1,33,112.41,60.03,256
1987,0,463,0,390.33,256
1987,1,74,263.78999999999996,165.6,256
1988,0,730,0,587.0699999999999,256
1988,1,122,651.6899999999999,230.31,256
1989,0,393,0,307.8,256
1989,1,117,769.14,165.51,256
1990,0,731,0,538.02,256
1990,1,293,1475.55,405.9,256
1991,0,101,0,108.72,256
1991,1,64,513.36,102.69,256
1992,0,161,0,111.33,256
1992,1,144,1004.49,276.21,256
1993,0,1465,0,1106.55,256
1993,1,904,3500.01,1558.35,256
1994,0,138,0,135.63,256
1994,1,179,2318.31,278.82,256
1995,0,233,0,189.45,256
1995,1,270,1817.82,360.09,256
1996,0,283,0,194.31,256
1996,1,244,3006,443.25,256
1997,0,446,0,304.2,256
1997,1,748,5355.63,1283.22,256
1998,0,108,0,99.81,256
1998,1,207,2718.99,291.69,256
1999,0,300,0,214.29,256
1999,1,335,3066.8399999999997,445.86,256
2000,0,128,0,82.44,256
2000,1,408,4647.0599999999995,591.66,256
2001,0,175,0,125.64,256
2001,1,394,5356.53,614.16,256
2002,0,26,0,41.67,256
2002,1,56,2526.2999999999997,125.73,256
2003,0,143,0,79.83,256
2003,1,535,6853.679999999999,945.9,256
2004,0,33,0,37.35,256
2004,1,97,2278.5299999999997,148.5,256
2005,0,110,0,88.02,256
2005,1,369,5468.49,608.67,256
2006,0,38,0,23.49,256
2006,1,138,3241.98,212.13,256
2007,0,326,0,216.36,256
2007,1,891,9054.45,1908.72,256
2008,0,34,0,35.55,256
2008,1,150,2450.52,234.63,256
2009,0,53,0,29.25,256
2009,1,186,4070.16,257.84999999999997,256
2010,0,31,0,42.12,256
2010,1,143,4815.99,199.44,256
2011,0,32,0,21.33,256
2011,1,205,4592.97,280.34999999999997,256
2012,0,49,0,35.01,256
2012,1,291,6556.23,390.87,256
2013,0,29,0,19.44,256
2013,1,93,2971.98,120.78,256
2014,0,6,0,3.06,256
2014,1,49,1952.73,74.07,256
2015,0,95,0,55.08,256
2015,1,558,7907.4,866.3399999999999,256
2016,0,20,0,13.41,256
2016,1,65,1269.81,70.64999999999999,256
2017,0,48,0,36.629999999999995,256
2017,1,274,4076.19,371.43,256
2018,0,22,0,20.7,256
2018,1,89,1568.16,94.32,256
2019,0,15,0,10.08,256
2019,1,99,1858.77,116.91,256
2020,0,43,0,27.18,256
2020,1,214,1591.47,230.22,256
2021,0,40,0,24.57,256
2021,1,142,1850.49,136.35,256
2022,0,72,0,41.85,256
2022,1,371,3481.1099999999997,343.53,256
2023,0,24,0,20.61,256
2023,1,72,659.16,105.57,256
1986,0,22,0,29.16,257
1986,1,3,12.96,6.66,257
1987,0,31,0,21.869999999999997,257
1987,1,5,14.85,8.1,257
1988,0,27,0,19.44,257
1988,1,5,13.68,10.08,257
1989,0,36,0,37.98,257
1989,1,8,17.37,11.88,257
1990,0,27,0,19.44,257
1990,1,14,98.19,13.77,257
1991,0,5,0,3.33,257
1992,0,13,0,12.69,257
1992,1,8,11.52,6.3,257
1993,0,17,0,14.04,257
1993,1,13,85.41,26.37,257
1994,0,9,0,11.16,257
1994,1,9,108,13.59,257
1995,0,1,0,0.36,257
1996,0,62,0,45.99,257
1996,1,19,79.2,17.91,257
1997,0,22,0,19.44,257
1997,1,18,69.92999999999999,20.16,257
1998,0,10,0,8.01,257
1998,1,4,102.32999999999998,10.62,257
1999,0,29,0,19.08,257
1999,1,11,34.65,7.74,257
2000,0,10,0,7.02,257
2000,1,13,94.59,13.23,257
2001,0,16,0,15.66,257
2001,1,20,169.92,26.01,257
2002,0,2,0,1.26,257
2002,1,2,16.56,9.45,257
2003,0,26,0,13.95,257
2003,1,33,194.31,37.53,257
2004,0,9,0,13.05,257
2004,1,1,1.53,1.7999999999999998,257
2005,0,12,0,9.27,257
2005,1,10,163.98,11.07,257
2006,0,9,0,6.4799999999999995,257
2006,1,8,149.67,8.28,257
2007,0,72,0,47.07,257
2007,1,73,487.98,166.76999999999998,257
2008,0,2,0,0.8999999999999999,257
2008,1,10,72.72,12.96,257
2009,0,2,0,0.72,257
2009,1,4,118.53,2.4299999999999997,257
2011,0,1,0,0.36,257
2011,1,1,2.97,0.36,257
2012,0,3,0,1.44,257
2012,1,12,277.65,16.47,257
2013,1,3,62.28,6.39,257
2014,1,1,44.1,0.8099999999999999,257
2015,0,28,0,19.62,257
2015,1,68,737.1,143.01,257
2016,1,5,37.89,4.41,257
2017,0,1,0,0.36,257
2017,1,4,97.02,7.109999999999999,257
2018,0,2,0,0.8099999999999999,257
2019,0,1,0,0.36,257
2019,1,1,0.54,0.36,257
2020,0,3,0,2.34,257
2020,1,11,75.78,12.06,257
2021,0,7,0,5.04,257
2021,1,13,75.96,7.109999999999999,257
2022,0,8,0,3.87,257
2022,1,22,354.33,18.72,257
2023,1,1,2.25,1.08,257
1986,0,890,0,810.99,259
1986,1,83,317.34,176.57999999999998,259
1987,0,594,0,530.28,259
1987,1,122,944.91,221.04,259
1988,0,747,0,587.79,259
1988,1,191,1239.39,339.75,259
1989,0,529,0,423.99,259
1989,1,234,1948.86,389.16,259
1990,0,693,0,471.6,259
1990,1,397,3025.98,559.8,259
1991,0,203,0,141.57,259
1991,1,121,2585.79,214.92,259
1992,0,1622,0,1177.74,259
1992,1,871,5061.96,1345.6799999999998,259
1993,0,245,0,172.71,259
1993,1,237,4615.29,321.75,259
1994,0,447,0,273.33,259
1994,1,477,5467.679999999999,561.24,259
1995,0,195,0,121.14,259
1995,1,204,3906.9,264.42,259
1996,0,313,0,193.77,259
1996,1,346,5323.41,519.21,259
1997,0,276,0,176.4,259
1997,1,391,5500.26,506.25,259
1998,0,253,0,153.9,259
1998,1,313,5443.74,424.62,259
1999,0,135,0,76.95,259
1999,1,353,6195.87,386.01,259
2000,0,103,0,73.35,259
2000,1,212,5606.46,268.74,259
2001,0,116,0,69.66,259
2001,1,220,4902.66,223.92,259
2002,0,63,0,45.18,259
2002,1,99,2725.65,90.63,259
2003,0,458,0,262.26,259
2003,1,1008,9451.98,1637.64,259
2004,0,48,0,31.68,259
2004,1,98,4035.6,113.22,259
2005,0,51,0,29.88,259
2005,1,136,3693.51,123.3,259
2006,0,131,0,69.84,259
2006,1,181,2837.7,157.68,259
2007,0,464,0,268.28999999999996,259
2007,1,813,9419.94,1253.7,259
2008,0,60,0,42.84,259
2008,1,183,5202.36,240.12,259
2009,0,72,0,51.03,259
2009,1,136,4378.23,156.51,259
2010,0,49,0,37.35,259
2010,1,179,5008.23,190.17,259
2011,0,120,0,66.42,259
2011,1,376,6852.87,416.25,259
2012,0,197,0,140.13,259
2012,1,364,7022.429999999999,483.66,259
2013,0,158,0,123.12,259
2013,1,331,8474.22,440.55,259
2014,0,24,0,15.21,259
2014,1,86,4151.79,94.95,259
2015,0,175,0,94.14,259
2015,1,832,9810.09,1049.85,259
2016,0,58,0,41.129999999999995,259
2016,1,157,5528.88,175.23,259
2017,0,163,0,104.58,259
2017,1,589,7587.09,814.23,259
2018,0,122,0,91.89,259
2018,1,216,3664.53,316.08,259
2019,0,106,0,81,259
2019,1,216,4089.33,251.82,259
2020,0,141,0,86.75999999999999,259
2020,1,381,4154.22,450.72,259
2021,0,99,0,64.89,259
2021,1,220,3007.44,251.73,259
2022,0,130,0,103.14,259
2022,1,212,1800.36,245.34,259
2023,0,92,0,55.44,259
2023,1,187,1668.33,255.69,259
1986,0,1679,0,1750.5,260
1986,1,128,564.39,351.18,260
1987,0,4478,0,3723.3,260
1987,1,416,1840.23,842.85,260
1988,0,3673,0,2841.5699999999997,260
1988,1,612,2664.63,1035.9,260
1989,0,1435,0,1261.35,260
1989,1,505,3196.7999999999997,919.26,260
1990,0,1710,0,1216.53,260
1990,1,979,3805.92,1331.55,260
1991,0,2365,0,1893.15,260
1991,1,988,5539.59,1376.91,260
1992,0,1944,0,1422,260
1992,1,937,6701.58,1229.22,260
1993,0,2034,0,1442.61,260
1993,1,1282,7601.04,1529.1,260
1994,0,1670,0,1162.98,260
1994,1,1222,8277.93,1328.13,260
1995,0,724,0,535.23,260
1995,1,765,6867.089999999999,849.87,260
1996,0,3040,0,1991.43,260
1996,1,2408,11868.93,3065.67,260
1997,0,2346,0,1492.74,260
1997,1,1710,11330.82,1798.56,260
1998,0,1568,0,1009.26,260
1998,1,1424,10729.35,1721.97,260
1999,0,612,0,452.43,260
1999,1,588,7609.139999999999,684.72,260
2000,0,1142,0,804.87,260
2000,1,1637,12697.83,1872.72,260
2001,0,1206,0,897.12,260
2001,1,1296,11269.8,1521.81,260
2002,0,406,0,300.96,260
2002,1,436,6149.34,538.92,260
2003,0,2621,0,2168.01,260
2003,1,2268,15544.53,2995.74,260
2004,0,922,0,725.22,260
2004,1,770,7383.78,1181.79,260
2005,0,678,0,467.19,260
2005,1,1244,12039.57,1489.59,260
2006,0,694,0,461.07,260
2006,1,796,8093.61,894.06,260
2007,0,4064,0,2747.52,260
2007,1,4786,28064.25,7569.9,260
2008,0,619,0,505.17,260
2008,1,781,14125.05,1297.89,260
2009,0,356,0,258.84,260
2009,1,678,11683.35,871.74,260
2010,0,416,0,297.27,260
2010,1,642,14362.29,881.8199999999999,260
2011,0,548,0,357.21,260
2011,1,1427,20985.48,1644.03,260
2012,0,1401,0,1064.97,260
2012,1,2670,30219.57,4812.21,260
2013,0,1162,0,872.1899999999999,260
2013,1,1618,28178.37,2248.02,260
2014,0,337,0,262.34999999999997,260
2014,1,537,16803.18,741.3299999999999,260
2015,0,679,0,437.58,260
2015,1,2162,33158.159999999996,2743.38,260
2016,0,500,0,413.19,260
2016,1,808,24907.32,1260.81,260
2017,0,899,0,606.78,260
2017,1,2219,32703.66,3373.02,260
2018,0,571,0,457.02,260
2018,1,799,19276.92,1434.24,260
2019,0,534,0,390.42,260
2019,1,1277,26109.99,1818.45,260
2020,0,494,0,340.65,260
2020,1,1043,22613.58,1444.77,260
2021,0,554,0,393.66,260
2021,1,1104,21969.45,1800.36,260
2022,0,679,0,450.9,260
2022,1,1135,16993.26,1534.68,260
2023,0,690,0,508.95,260
2023,1,902,15735.6,1416.06,260
1986,0,954,0,893.3399999999999,261
1986,1,155,693.72,367.65,261
1987,0,7646,0,6927.299999999999,261
1987,1,701,2654.8199999999997,1561.86,261
1988,0,1061,0,879.12,261
1988,1,292,1721.88,445.41,261
1989,0,1614,0,1363.77,261
1989,1,399,3108.69,760.41,261
1991,0,2864,0,2508.21,261
1991,1,1319,6703.29,2049.39,261
1992,0,1558,0,1201.77,261
1992,1,1064,6667.0199999999995,1544.49,261
1993,0,3262,0,2285.01,261
1993,1,2530,11290.32,3739.5,261
1994,0,1682,0,1359,261
1994,1,1130,8703.09,1278.36,261
1995,0,404,0,369.63,261
1995,1,325,5777.73,584.73,261
1996,0,6174,0,4424.49,261
1996,1,4527,22311.18,7351.02,261
1997,0,1454,0,1004.4,261
1997,1,1427,12854.07,1911.87,261
1998,0,691,0,538.29,261
1998,1,867,10176.75,1147.32,261
1999,0,593,0,437.4,261
1999,1,1335,15432.21,1590.39,261
2000,0,955,0,687.24,261
2000,1,2076,19477.53,2721.51,261
2001,0,1255,0,1043.55,261
2001,1,1730,19161.54,2412.36,261
2002,0,412,0,340.28999999999996,261
2002,1,686,11720.25,1061.55,261
2003,0,746,0,768.06,261
2003,1,368,8632.8,705.06,261
2005,0,815,0,531.09,261
2005,1,2387,28217.07,3242.52,261
2006,0,496,0,352.71,261
2006,1,744,14954.13,1131.84,261
2007,0,1502,0,1267.02,261
2007,1,2881,31568.58,4530.69,261
2008,0,539,0,477.09,261
2008,1,802,17030.969999999998,1333.26,261
2010,0,329,0,238.41,261
2010,1,981,22499.1,1143.63,261
2011,0,423,0,310.05,261
2011,1,1452,28359.72,1936.62,261
2012,0,1008,0,693.27,261
2012,1,2383,32772.96,3542.58,261
2013,0,807,0,682.65,261
2013,1,1182,23702.67,1857.6,261
2014,0,386,0,312.48,261
2014,1,669,21134.07,1044.72,261
2015,0,507,0,325.71,261
2015,1,1594,28855.44,2185.2,261
2016,0,551,0,518.85,261
2016,1,1049,24201.36,1486.98,261
2017,0,886,0,596.97,261
2017,1,2125,27600.03,3068.91,261
2018,0,366,0,340.92,261
2018,1,621,15532.02,1239.84,261
2019,0,551,0,437.4,261
2019,1,1494,21835.62,2113.47,261
2020,0,369,0,272.88,261
2020,1,1020,20140.47,1449,261
2021,0,702,0,467.91,261
2021,1,1832,23548.14,2612.97,261
2022,0,923,0,619.74,261
2022,1,1499,20203.56,2104.83,261
2023,0,292,0,212.22,261
2023,1,578,10993.77,963.63,261
1986,0,1135,0,1089.99,262
1986,1,194,982.89,441.27,262
1987,0,2693,0,2112.66,262
1987,1,390,2463.0299999999997,784.62,262
1988,0,2222,0,1787.76,262
1988,1,383,2832.12,704.79,262
1989,0,1819,0,1595.4299999999998,262
1989,1,447,5167.3499999999995,937.89,262
1990,0,2387,0,2114.1,262
1990,1,774,5648.94,1507.86,262
1991,0,846,0,899.1899999999999,262
1991,1,287,4471.29,614.61,262
1992,0,3075,0,2288.7,262
1992,1,1443,9935.91,2181.6,262
1993,0,3791,0,2773.08,262
1993,1,2031,14597.46,2940.8399999999997,262
1994,0,1254,0,1046.61,262
1994,1,780,12971.88,1044.99,262
1995,0,433,0,394.11,262
1995,1,293,7928.1,565.02,262
1996,0,4334,0,2973.87,262
1996,1,2758,22686.39,4421.429999999999,262
1997,0,1211,0,944.73,262
1997,1,1240,17299.26,2151.18,262
1998,0,930,0,709.1999999999999,262
1998,1,1057,20856.24,1503.63,262
1999,0,472,0,396.63,262
1999,1,743,17908.739999999998,1162.62,262
2000,0,1564,0,1041.84,262
2000,1,2736,33466.59,4278.69,262
2001,0,842,0,714.6899999999999,262
2001,1,976,23870.25,1579.95,262
2002,0,429,0,332.28,262
2002,1,628,19365.21,1013.13,262
2003,0,488,0,354.59999999999997,262
2003,1,500,21977.82,946.62,262
2004,0,355,0,345.78,262
2004,1,445,14124.51,761.67,262
2005,0,888,0,660.6899999999999,262
2005,1,1988,33803.46,2526.93,262
2006,0,341,0,279.45,262
2006,1,451,20166.57,910.71,262
2007,0,964,0,656.91,262
2007,1,1937,38195.1,2649.87,262
2008,0,693,0,467.64,262
2008,1,1178,33986.52,1936.53,262
2009,0,436,0,311.84999999999997,262
2009,1,645,25953.21,1145.52,262
2010,0,195,0,146.97,262
2010,1,535,27147.6,815.2199999999999,262
2011,0,417,0,284.31,262
2011,1,978,34427.61,1290.24,262
2012,0,470,0,339.03,262
2012,1,1119,38956.68,1635.12,262
2013,0,342,0,248.22,262
2013,1,704,35077.049999999996,1081.44,262
2014,0,217,0,160.11,262
2014,1,428,29351.07,880.74,262
2015,0,290,0,195.12,262
2015,1,1042,33578.729999999996,1383.75,262
2016,0,348,0,267.84,262
2016,1,744,27506.7,1078.92,262
2017,0,725,0,487.62,262
2017,1,1566,34332.299999999996,2553.66,262
2018,0,235,0,209.7,262
2018,1,410,22936.32,847.26,262
2019,0,459,0,293.94,262
2019,1,1414,26350.289999999997,1845.18,262
2020,0,408,0,333.99,262
2020,1,648,17542.53,1086.03,262
2021,0,566,0,443.43,262
2021,1,955,19546.29,1507.6799999999998,262
2022,0,600,0,468.09,262
2022,1,887,21248.19,1517.22,262
2023,0,427,0,358.2,262
2023,1,520,13098.87,912.96,262
1986,0,1474,0,1461.69,263
1986,1,93,910.53,275.4,263
1987,0,2399,0,2282.94,263
