year,expansion,n,area_ha_t0,area_ha_t1,gridid
2021,0,677,0,597.87,197
2021,1,2409,144020.88,26780.13,197
2022,0,2587,0,2068.56,197
2022,1,5491,141335.28,19206.09,197
2023,0,878,0,879.66,197
2023,1,2515,122881.05,11727.27,197
1986,0,4432,0,7984.889999999999,198
1986,1,157,2103.48,2455.65,198
1987,0,789,0,1747.53,198
1987,1,218,3196.08,2839.23,198
1988,0,782,0,1697.94,198
1988,1,239,5094.45,1699.38,198
1989,0,5073,0,6447.87,198
1989,1,1026,12126.6,8047.35,198
1990,0,428,0,560.25,198
1990,1,361,11147.85,2442.51,198
1991,0,695,0,760.05,198
1991,1,517,14422.95,3974.76,198
1992,0,387,0,399.51,198
1992,1,440,16522.2,6460.65,198
1993,0,292,0,321.75,198
1993,1,335,19332.81,1982.34,198
1994,0,181,0,245.79,198
1994,1,286,16778.969999999998,1655.37,198
1995,0,375,0,320.04,198
1995,1,600,20760.12,2185.11,198
1996,0,203,0,240.75,198
1996,1,353,19754.19,1484.55,198
1997,0,302,0,312.93,198
1997,1,493,23930.55,1959.03,198
1998,0,306,0,318.06,198
1998,1,575,26234.64,2502.45,198
1999,0,471,0,359.64,198
1999,1,1002,31701.06,4178.97,198
2000,0,189,0,186.66,198
2000,1,432,26014.32,2053.44,198
2001,0,196,0,195.84,198
2001,1,436,27590.76,2346.93,198
2002,0,390,0,340.28999999999996,198
2002,1,726,31878.449999999997,3615.03,198
2003,0,192,0,158.22,198
2003,1,482,30945.33,3193.02,198
2004,0,318,0,299.15999999999997,198
2004,1,833,35951.67,10719.9,198
2005,0,156,0,127.89,198
2005,1,595,37654.65,2810.43,198
2006,0,99,0,77.39999999999999,198
2006,1,371,32736.06,2182.77,198
2007,0,126,0,102.51,198
2007,1,450,37939.14,3062.97,198
2008,0,102,0,91.89,198
2008,1,432,37517.58,3564.0899999999997,198
2009,0,272,0,163.79999999999998,198
2009,1,918,47326.32,4271.49,198
2010,0,43,0,39.87,198
2010,1,224,33571.62,1430.64,198
2011,0,145,0,119.97,198
2011,1,454,42269.13,2547.9,198
2012,0,188,0,128.7,198
2012,1,746,47574.18,3106.62,198
2013,0,50,0,53.46,198
2013,1,317,39274.2,2002.95,198
2014,0,111,0,77.39999999999999,198
2014,1,473,44043.3,2704.95,198
2015,0,217,0,173.25,198
2015,1,727,46060.47,3821.4,198
2016,0,123,0,149.85,198
2016,1,412,31949.73,3582.72,198
2017,0,210,0,195.12,198
2017,1,662,32626.17,2855.6099999999997,198
2018,0,127,0,144,198
2018,1,409,22770.9,1890.9,198
2019,0,1160,0,1085.49,198
2019,1,1540,24740.19,4763.429999999999,198
2020,0,196,0,189.72,198
2020,1,389,15400.98,2038.77,198
2021,0,314,0,334.71,198
2021,1,606,14699.7,2895.75,198
2022,0,1043,0,849.78,198
2022,1,1323,15794.64,4423.95,198
2023,0,227,0,270.81,198
2023,1,404,10058.76,8294.49,198
1986,0,2229,0,3613.68,199
1986,1,81,868.68,595.4399999999999,199
1987,0,988,0,1642.14,199
1987,1,102,1236.87,884.9699999999999,199
1988,0,983,0,1454.85,199
1988,1,111,759.6899999999999,444.96,199
1989,0,3368,0,4187.7,199
1989,1,377,1896.75,1608.21,199
1990,0,1133,0,1386.27,199
1990,1,303,2133.18,1491.66,199
1991,0,1279,0,1456.29,199
1991,1,355,3242.97,3257.91,199
1992,0,978,0,1101.33,199
1992,1,306,3971.34,709.65,199
1993,0,585,0,672.93,199
1993,1,199,2230.29,628.56,199
1994,0,860,0,896.4,199
1994,1,372,3941.28,1170.09,199
1995,0,689,0,707.22,199
1995,1,412,4585.41,1794.51,199
1996,0,400,0,378.72,199
1996,1,267,5738.58,1549.44,199
1997,0,1263,0,1197.09,199
1997,1,668,7845.21,1961.55,199
1998,0,489,0,506.16,199
1998,1,421,5610.78,1108.89,199
1999,0,1971,0,1940.67,199
1999,1,833,10882.44,2578.68,199
2000,0,390,0,407.43,199
2000,1,362,3705.12,910.89,199
2001,0,737,0,888.48,199
2001,1,515,8507.25,2073.87,199
2002,0,749,0,570.96,199
2002,1,668,10839.87,1897.29,199
2003,0,318,0,292.40999999999997,199
2003,1,327,6015.509999999999,1038.51,199
2004,0,489,0,561.24,199
2004,1,565,10267.2,3041.64,199
2005,0,638,0,594.99,199
2005,1,623,11027.34,3015.36,199
2006,0,283,0,358.38,199
2006,1,273,7955.19,1188.99,199
2007,0,222,0,265.40999999999997,199
2007,1,241,7998.84,2160.9,199
2008,0,475,0,414.9,199
2008,1,659,13852.44,2029.14,199
2009,0,824,0,593.37,199
2009,1,890,15910.92,2103.75,199
2010,0,125,0,153.26999999999998,199
2010,1,219,6028.11,837.7199999999999,199
2011,0,274,0,259.92,199
2011,1,393,10386.63,1235.43,199
2012,0,373,0,311.49,199
2012,1,617,14868.72,1535.76,199
2013,0,165,0,148.23,199
2013,1,307,8871.21,924.57,199
2014,0,254,0,277.74,199
2014,1,420,10473.12,1407.87,199
2015,0,315,0,281.78999999999996,199
2015,1,550,13245.57,1647.27,199
2016,0,171,0,148.68,199
2016,1,288,7415.91,976.23,199
2017,0,450,0,381.96,199
2017,1,683,11575.08,2045.16,199
2018,0,187,0,188.28,199
2018,1,292,4535.37,768.42,199
2019,0,1516,0,1193.04,199
2019,1,1204,13020.21,3026.97,199
2020,0,195,0,198.36,199
2020,1,312,6185.88,1006.92,199
2021,0,463,0,524.0699999999999,199
2021,1,514,7635.69,2138.04,199
2022,0,530,0,508.41,199
2022,1,603,7506.99,1990.62,199
2023,0,284,0,337.32,199
2023,1,328,6307.38,2795.13,199
1986,0,2391,0,4255.74,200
1986,1,55,289.89,989.55,200
1987,0,509,0,687.51,200
1987,1,99,1569.15,534.06,200
1988,0,695,0,1001.25,200
1988,1,72,1092.96,203.58,200
1989,0,2751,0,3076.02,200
1989,1,230,948.69,925.2,200
1990,0,977,0,1121.49,200
1990,1,235,2520.63,1312.38,200
1991,0,843,0,920.16,200
1991,1,256,2825.01,1342.35,200
1992,0,634,0,704.3399999999999,200
1992,1,187,1853.01,630.72,200
1993,0,774,0,891,200
1993,1,211,2974.0499999999997,519.03,200
1994,0,894,0,855.99,200
1994,1,445,4155.66,1421.37,200
1995,0,1348,0,1222.02,200
1995,1,577,5334.12,1425.96,200
1996,0,528,0,549.36,200
1996,1,238,4039.29,1699.83,200
1997,0,702,0,696.6,200
1997,1,378,4900.59,947.7,200
1998,0,455,0,524.25,200
1998,1,289,5123.16,860.31,200
1999,0,1498,0,1333.71,200
1999,1,821,9244.35,2877.12,200
2000,0,370,0,385.38,200
2000,1,289,5858.009999999999,1337.85,200
2001,0,1064,0,1410.66,200
2001,1,528,9511.65,3634.2,200
2002,0,688,0,606.51,200
2002,1,450,8860.5,1249.29,200
2003,0,434,0,418.23,200
2003,1,331,8518.77,1232.37,200
2004,0,274,0,365.85,200
2004,1,277,7674.66,871.47,200
2005,0,1171,0,981.72,200
2005,1,756,11593.8,2241.63,200
2006,0,443,0,533.52,200
2006,1,310,9048.51,1521.81,200
2007,0,213,0,207.99,200
2007,1,223,6688.53,1184.76,200
2008,0,318,0,331.74,200
2008,1,351,9234.9,803.52,200
2009,0,1009,0,774.54,200
2009,1,1049,14571.9,2741.04,200
2010,0,236,0,229.59,200
2010,1,276,8359.74,2096.73,200
2011,0,203,0,217.8,200
2011,1,297,9724.5,1221.21,200
2012,0,594,0,570.15,200
2012,1,672,15351.39,1634.6699999999998,200
2013,0,229,0,260.46,200
2013,1,271,9959.04,1504.89,200
2014,0,287,0,241.83,200
2014,1,393,10839.42,1422.99,200
2015,0,321,0,258.39,200
2015,1,405,12386.34,1088.28,200
2016,0,227,0,239.85,200
2016,1,307,10288.53,838.53,200
2017,0,304,0,278.55,200
2017,1,524,9793.08,1247.85,200
2018,0,322,0,309.87,200
2018,1,323,8990.19,1217.07,200
2019,0,1884,0,1550.7,200
2019,1,1592,18473.67,4048.92,200
2020,0,155,0,137.7,200
2020,1,227,5379.48,762.03,200
2021,0,463,0,396,200
2021,1,520,8845.02,1773,200
2022,0,579,0,676.71,200
2022,1,532,10739.7,2739.6,200
2023,0,227,0,242.55,200
2023,1,233,7403.58,2568.6,200
1986,0,200,0,339.3,201
1986,1,9,142.2,76.5,201
1987,0,130,0,144.98999999999998,201
1987,1,12,173.79,55.349999999999994,201
1988,0,133,0,116.82,201
1988,1,9,101.34,46.26,201
1989,0,79,0,70.2,201
1989,1,8,197.82,60.12,201
1990,0,76,0,332.37,201
1990,1,7,84.69,45.27,201
1991,0,172,0,298.89,201
1991,1,14,122.31,72.63,201
1992,0,310,0,460.35,201
1992,1,41,439.38,176.76,201
1993,0,44,0,107.46,201
1993,1,15,130.86,51.75,201
1994,0,68,0,104.76,201
1994,1,11,207.72,51.66,201
1995,0,96,0,83.16,201
1995,1,20,243.72,42.84,201
1996,0,90,0,101.88,201
1996,1,5,179.01,145.79999999999998,201
1997,0,86,0,141.75,201
1997,1,22,419.94,102.33,201
1998,0,27,0,34.83,201
1998,1,7,206.1,25.38,201
1999,0,201,0,154.44,201
1999,1,49,414.80999999999995,121.23,201
2000,0,94,0,69.75,201
2000,1,25,306.99,31.59,201
2001,0,113,0,149.49,201
2001,1,29,380.79,211.77,201
2002,0,125,0,112.5,201
2002,1,34,686.52,127.26,201
2003,0,113,0,131.04,201
2003,1,32,483.93,100.26,201
2004,0,102,0,117.36,201
2004,1,26,340.38,2159.19,201
2005,0,330,0,342.81,201
2005,1,105,1409.58,617.9399999999999,201
2006,0,65,0,64.35,201
2006,1,32,216.09,94.41,201
2007,0,43,0,30.6,201
2007,1,12,365.67,25.47,201
2008,0,58,0,55.71,201
2008,1,18,110.88,95.13,201
2009,0,359,0,334.34999999999997,201
2009,1,144,789.3,362.97,201
2010,0,63,0,95.94,201
2010,1,24,389.97,69.48,201
2011,0,84,0,66.96,201
2011,1,31,482.49,105.84,201
2012,0,157,0,178.56,201
2012,1,83,2906.1,178.64999999999998,201
2013,0,53,0,51.12,201
2013,1,22,1720.62,26.19,201
2014,0,101,0,191.97,201
2014,1,47,311.4,65.42999999999999,201
2015,0,86,0,65.97,201
2015,1,34,1029.6,65.16,201
2016,0,43,0,43.38,201
2016,1,15,2232.72,42.39,201
2017,0,80,0,170.73,201
2017,1,55,243.09,195.84,201
2018,0,16,0,17.37,201
2018,1,3,3.78,23.94,201
2019,0,68,0,82.17,201
2019,1,60,490.68,105.48,201
2020,0,33,0,37.53,201
2020,1,8,56.25,7.02,201
2021,0,278,0,273.33,201
2021,1,124,957.69,411.03,201
2022,0,376,0,369.63,201
2022,1,107,3125.7,266.58,201
2023,0,61,0,88.92,201
2023,1,48,222.84,95.94,201
1986,0,1182,0,2203.29,202
1986,1,48,408.51,182.34,202
1987,0,930,0,1469.07,202
1987,1,84,468.27,429.12,202
1988,0,483,0,723.24,202
1988,1,50,334.71,188.55,202
1989,0,2141,0,2069.2799999999997,202
1989,1,143,775.4399999999999,416.16,202
1990,0,6081,0,6052.86,202
1990,1,438,1809.36,2445.39,202
1991,0,1069,0,1596.24,202
1991,1,182,2429.8199999999997,1884.6,202
1992,0,637,0,857.88,202
1992,1,142,2830.14,1103.94,202
1993,0,611,0,741.6,202
1993,1,177,1833.75,613.98,202
1994,0,474,0,531.81,202
1994,1,160,1058.31,409.95,202
1995,0,687,0,870.93,202
1995,1,157,1382.13,744.75,202
1996,0,1789,0,1656.36,202
1996,1,341,3778.83,1385.55,202
1997,0,1746,0,1699.38,202
1997,1,377,3790.98,964.71,202
1998,0,1436,0,1331.64,202
1998,1,408,2086.83,1096.47,202
1999,0,1163,0,1147.14,202
1999,1,403,5037.21,973.53,202
2000,0,922,0,954.18,202
2000,1,238,3787.29,709.1999999999999,202
2001,0,428,0,525.24,202
2001,1,218,2610,1769.04,202
2002,0,404,0,428.67,202
2002,1,158,2644.02,375.93,202
2003,0,544,0,515.97,202
2003,1,203,3837.6,562.9499999999999,202
2004,0,571,0,573.2099999999999,202
2004,1,201,2364.12,2504.52,202
2005,0,2791,0,2308.86,202
2005,1,2088,13831.56,5415.21,202
2006,0,575,0,518.49,202
2006,1,227,2675.3399999999997,488.25,202
2007,0,432,0,434.7,202
2007,1,217,4196.16,533.97,202
2008,0,275,0,319.5,202
2008,1,141,3146.04,379.17,202
2009,0,1083,0,939.6,202
2009,1,923,8789.039999999999,2518.92,202
2010,0,472,0,388.26,202
2010,1,202,4380.12,755.8199999999999,202
2011,0,683,0,503.46,202
2011,1,1157,9918,1930.95,202
2012,0,623,0,533.43,202
2012,1,461,9927,1324.35,202
2013,0,257,0,284.4,202
2013,1,132,4167.63,761.13,202
2014,0,336,0,415.08,202
2014,1,243,4732.29,513.54,202
2015,0,566,0,771.48,202
2015,1,499,10489.05,1374.84,202
2016,0,315,0,312.48,202
2016,1,204,6701.3099999999995,618.12,202
2017,0,1033,0,1073.34,202
2017,1,435,6809.49,1428.75,202
2018,0,1979,0,1947.96,202
2018,1,748,8448.93,2089.5299999999997,202
2019,0,708,0,620.91,202
2019,1,759,11102.22,1344.51,202
2020,0,244,0,370.53,202
2020,1,147,2638.5299999999997,583.1999999999999,202
2021,0,321,0,366.39,202
2021,1,178,4183.2,619.65,202
2022,0,1639,0,1250.73,202
2022,1,1525,11406.24,2808,202
2023,0,380,0,585.27,202
2023,1,253,3023.46,1187.91,202
1986,0,825,0,1118.7,203
1986,1,42,674.91,186.39,203
1987,0,1043,0,1293.12,203
1987,1,75,738.54,225.63,203
1988,0,386,0,327.24,203
1988,1,41,148.23,67.5,203
1989,0,1374,0,1274.4,203
1989,1,116,576.36,280.89,203
1990,0,3060,0,2806.92,203
1990,1,288,1119.24,606.24,203
1991,0,1299,0,1030.86,203
1991,1,154,789.93,280.26,203
1992,0,635,0,575.01,203
1992,1,117,1170.81,276.84,203
1993,0,2690,0,2131.38,203
1993,1,389,1689.21,644.04,203
1994,0,2739,0,3145.5899999999997,203
1994,1,675,2736.63,5854.41,203
1995,0,585,0,527.13,203
1995,1,163,662.85,322.11,203
1996,0,569,0,567.27,203
1996,1,171,1165.95,313.28999999999996,203
1997,0,915,0,744.93,203
1997,1,338,1857.69,576.36,203
1998,0,2574,0,1806.84,203
1998,1,1177,8227.62,2964.33,203
1999,0,426,0,398.97,203
1999,1,224,5629.32,406.89,203
2000,0,739,0,694.62,203
2000,1,416,2386.71,952.74,203
2001,0,557,0,529.56,203
2001,1,305,5277.69,892.4399999999999,203
2002,0,352,0,384.39,203
2002,1,192,1006.11,478.17,203
2003,0,503,0,390.33,203
2003,1,261,5075.639999999999,477.72,203
2004,0,535,0,482.67,203
2004,1,293,5626.8,420.3,203
2005,0,1491,0,1149.75,203
2005,1,1501,11572.92,3485.6099999999997,203
2006,0,290,0,251.1,203
2006,1,160,1145.88,320.84999999999997,203
2007,0,711,0,550.71,203
2007,1,433,2617.65,589.59,203
2008,0,360,0,370.17,203
2008,1,219,5814.2699999999995,561.15,203
2009,0,1749,0,1465.83,203
2009,1,1313,10186.47,3714.48,203
2010,0,137,0,106.38,203
2010,1,152,6227.55,290.43,203
2011,0,834,0,625.5,203
2011,1,871,10881.99,1344.69,203
2012,0,2003,0,1588.41,203
2012,1,1671,13472.37,4186.98,203
2013,0,166,0,160.01999999999998,203
2013,1,114,1237.23,208.89,203
2014,0,756,0,537.93,203
2014,1,1244,14413.05,3260.0699999999997,203
2015,0,174,0,183.69,203
2015,1,214,5661.45,510.75,203
2016,0,1386,0,1002.24,203
2016,1,1205,12145.14,2563.74,203
2017,0,708,0,663.5699999999999,203
2017,1,435,6747.75,1089.81,203
2018,0,418,0,338.4,203
2018,1,350,6572.969999999999,731.0699999999999,203
2019,0,496,0,396.81,203
2019,1,681,5442.84,1071.54,203
2020,0,156,0,153.9,203
2020,1,162,1994.04,278.01,203
2021,0,225,0,173.07,203
2021,1,242,6337.53,629.1,203
2022,0,1806,0,1195.92,203
2022,1,1675,9487.17,2591.1,203
2023,0,565,0,551.88,203
2023,1,542,8763.93,4619.429999999999,203
1986,0,1004,0,1920.15,204
1986,1,55,587.97,773.1899999999999,204
1987,0,1672,0,1485.36,204
1987,1,66,471.96,152.91,204
1988,0,301,0,248.4,204
1988,1,21,37.44,27.81,204
1989,0,1920,0,2093.13,204
1989,1,140,1769.22,565.02,204
1990,0,1518,0,1073.25,204
1990,1,255,2683.98,820.26,204
1991,0,1354,0,1017.09,204
1991,1,223,1462.5,380.16,204
1992,0,688,0,722.43,204
1992,1,152,1845.09,946.08,204
1993,0,2055,0,1805.85,204
1993,1,472,3149.46,2456.46,204
1994,0,4561,0,6057.45,204
1994,1,714,6097.5,11923.65,204
1995,0,1440,0,1298.61,204
1995,1,531,5412.96,2214.27,204
1996,0,1021,0,851.9399999999999,204
1996,1,385,2740.95,2078.5499999999997,204
1997,0,640,0,400.32,204
1997,1,270,7492.589999999999,240.48,204
1998,0,2074,0,1254.6,204
1998,1,1005,15638.22,1570.14,204
1999,0,307,0,222.12,204
1999,1,214,11919.6,610.92,204
2000,0,444,0,369.99,204
2000,1,277,4945.139999999999,584.4599999999999,204
2001,0,783,0,847.26,204
2001,1,389,8623.8,1118.43,204
2002,0,768,0,1220.4,204
2002,1,387,6516.089999999999,4960.44,204
2003,0,605,0,371.43,204
2003,1,613,12662.55,691.47,204
2004,0,412,0,237.24,204
2004,1,306,14756.94,289.26,204
2005,0,1593,0,1069.47,204
2005,1,1615,23044.23,2723.31,204
2006,0,837,0,556.56,204
2006,1,606,10637.19,737.4599999999999,204
2007,0,361,0,256.05,204
2007,1,354,11750.13,529.92,204
2008,0,832,0,698.04,204
2008,1,758,18146.43,2536.56,204
2009,0,1768,0,1234.8,204
2009,1,1591,23983.199999999997,3745.62,204
2010,0,235,0,148.41,204
2010,1,319,13231.26,380.52,204
2011,0,592,0,395.37,204
2011,1,573,14519.43,581.4,204
2012,0,2183,0,1347.84,204
2012,1,2425,27918.27,4582.26,204
2013,0,87,0,58.23,204
2013,1,165,2988.9,183.6,204
2014,0,334,0,222.57,204
2014,1,714,21662.37,2028.87,204
2015,0,134,0,85.59,204
2015,1,189,6609.15,285.39,204
2016,0,1161,0,708.66,204
2016,1,1735,18623.34,2419.38,204
2017,0,845,0,564.84,204
2017,1,774,15294.78,1569.87,204
2018,0,296,0,210.96,204
2018,1,488,13931.28,635.22,204
2019,0,190,0,133.56,204
2019,1,355,6909.66,641.6999999999999,204
2020,0,73,0,98.46,204
2020,1,102,3504.33,206.01,204
2021,0,844,0,507.78,204
2021,1,1253,17006.219999999998,1576.98,204
2022,0,362,0,231.66,204
2022,1,502,5999.49,1024.29,204
2023,0,648,0,501.84,204
2023,1,708,11697.3,1525.05,204
1986,0,275,0,735.3,205
1986,1,7,22.05,585.81,205
1987,0,481,0,501.21,205
1987,1,17,97.56,38.97,205
1988,0,421,0,374.22,205
1988,1,19,595.8,34.11,205
1989,0,666,0,802.4399999999999,205
1989,1,71,987.21,921.24,205
1990,0,315,0,194.13,205
1990,1,67,875.9699999999999,101.61,205
1991,0,385,0,412.56,205
1991,1,159,1296.27,354.78,205
1992,0,28,0,59.58,205
1992,1,11,881.9999999999999,8.1,205
1993,0,845,0,710.28,205
1993,1,341,2895.8399999999997,815.8499999999999,205
1994,0,350,0,723.24,205
1994,1,166,2202.75,889.8299999999999,205
1995,0,228,0,212.04,205
1995,1,158,2873.88,569.43,205
1996,0,181,0,310.86,205
1996,1,90,2067.12,1749.15,205
1997,0,155,0,118.62,205
1997,1,80,1915.47,110.52,205
1998,0,235,0,133.29,205
1998,1,265,2762.2799999999997,351.9,205
1999,0,22,0,13.32,205
1999,1,46,2304.63,54.27,205
2000,0,161,0,96.93,205
2000,1,202,3308.22,282.87,205
2001,0,36,0,22.14,205
2001,1,43,1030.5,27.63,205
2002,0,23,0,18.9,205
2002,1,47,3044.7,80.36999999999999,205
2003,0,43,0,21.06,205
2003,1,97,2478.87,87.3,205
2004,0,44,0,28.8,205
2004,1,90,2932.38,107.1,205
2005,0,160,0,99.18,205
2005,1,276,5418.54,389.34,205
2006,0,171,0,121.32,205
2006,1,268,3143.0699999999997,612.72,205
2007,0,38,0,43.559999999999995,205
2007,1,80,3211.02,52.379999999999995,205
2008,0,15,0,8.549999999999999,205
2008,1,44,2011.86,239.49,205
2009,0,159,0,92.34,205
2009,1,318,5253.48,733.05,205
2010,0,62,0,45.54,205
2010,1,64,2125.44,126.18,205
2011,0,57,0,34.65,205
2011,1,144,3496.5,175.68,205
2012,0,125,0,103.77,205
2012,1,212,3584.79,1616.31,205
2013,0,17,0,9.9,205
2013,1,46,2015.46,92.16,205
2014,0,50,0,45.989999999999995,205
2014,1,82,4666.139999999999,961.65,205
2015,0,53,0,43.38,205
2015,1,108,2823.2999999999997,214.74,205
2016,0,181,0,129.51,205
2016,1,220,5032.08,405.36,205
2017,0,70,0,43.83,205
2017,1,126,3775.41,355.14,205
2018,0,41,0,39.599999999999994,205
2018,1,68,1087.29,101.79,205
2019,0,182,0,129.78,205
2019,1,236,4791.15,464.49,205
2020,0,29,0,22.05,205
2020,1,38,867.42,31.41,205
2021,0,416,0,316.34999999999997,205
2021,1,220,3532.14,490.77,205
2022,0,57,0,110.88,205
2022,1,84,1207.89,139.14,205
2023,0,286,0,243.18,205
2023,1,150,4352.85,312.84,205
1986,0,2,0,0.9,21
1987,0,5,0,3.06,21
1988,0,5,0,3.87,21
1988,1,1,0.36,0.45,21
1989,0,1,0,0.99,21
1991,1,1,0.99,1.17,21
1993,0,1,0,0.36,21
1993,1,1,1.08,0.8099999999999999,21
1996,1,1,0.8099999999999999,0.54,21
1997,0,2,0,0.99,21
1997,1,1,1.53,2.97,21
1998,0,1,0,0.54,21
1998,1,1,0.36,0.8099999999999999,21
1999,0,9,0,9.989999999999998,21
1999,1,6,7.56,11.97,21
2001,1,1,0.8999999999999999,0.72,21
2002,0,12,0,11.16,21
2002,1,4,8.19,2.97,21
2007,1,2,6.66,0.72,21
2008,0,1,0,0.36,21
2008,1,3,2.61,1.7999999999999998,21
2010,0,2,0,1.35,21
2010,1,3,8.639999999999999,3.24,21
2012,1,2,2.88,2.4299999999999997,21
2013,0,1,0,0.36,21
2013,1,1,1.71,0.45,21
2016,0,1,0,0.36,21
2016,1,3,5.9399999999999995,2.52,21
2018,1,1,4.77,5.76,21
2019,1,1,4.859999999999999,0.63,21
2023,1,1,0.45,2.6999999999999997,21
1986,0,1898,0,3178.7999999999997,211
1986,1,43,88.64999999999999,218.88,211
1987,0,897,0,1008.27,211
1987,1,197,885.51,650.16,211
1988,0,234,0,197.1,211
1988,1,40,357.93,66.96,211
1989,0,221,0,309.42,211
1989,1,88,490.14,1255.86,211
1991,0,596,0,803.25,211
1991,1,124,850.5,392.94,211
1992,0,432,0,308.34,211
1992,1,307,2653.38,460.53,211
1993,0,643,0,571.05,211
1993,1,350,2746.62,847.62,211
1994,0,144,0,86.85,211
1994,1,197,2693.88,276.65999999999997,211
1995,0,239,0,253.53,211
1995,1,251,2360.79,1479.6899999999998,211
1996,0,155,0,136.53,211
1996,1,102,1620.36,127.44,211
1997,0,1438,0,959.94,211
1997,1,879,5067.2699999999995,1386.09,211
1998,0,159,0,139.14,211
1998,1,188,2962.89,244.8,211
1999,0,191,0,133.2,211
1999,1,331,3885.57,420.21,211
2000,0,299,0,198.18,211
2000,1,363,3774.24,552.87,211
2001,0,132,0,92.16,211
2001,1,183,2848.0499999999997,250.38,211
2002,0,244,0,242.55,211
2002,1,221,3285.9,3314.07,211
2003,0,392,0,255.15,211
2003,1,276,4642.29,381.78,211
2005,0,146,0,90.63,211
2005,1,233,5051.969999999999,227.07,211
2006,0,137,0,92.52,211
2006,1,208,5396.67,421.65,211
2007,0,43,0,33.57,211
2007,1,106,5001.21,211.5,211
2008,0,140,0,92.52,211
2008,1,195,5717.429999999999,700.74,211
2010,0,31,0,25.92,211
2010,1,72,4559.8499999999995,223.02,211
2011,0,177,0,99.09,211
2011,1,528,8695.89,944.91,211
2012,0,84,0,43.83,211
2012,1,255,7350.66,389.16,211
2013,0,22,0,16.74,211
2013,1,82,5242.23,210.6,211
2014,0,64,0,43.559999999999995,211
2014,1,141,5428.08,209.52,211
2015,0,101,0,62.19,211
2015,1,287,6944.8499999999995,558.18,211
2016,0,47,0,38.7,211
2016,1,110,3377.88,192.51,211
2017,0,100,0,68.67,211
2017,1,212,5528.61,329.03999999999996,211
2018,0,19,0,13.23,211
2018,1,44,3055.3199999999997,63.809999999999995,211
2019,0,456,0,271.62,211
2019,1,518,6005.34,1482.93,211
2020,0,53,0,31.95,211
2020,1,97,1367.73,98.1,211
2021,0,97,0,51.39,211
2021,1,172,3370.32,185.22,211
2022,0,92,0,49.32,211
2022,1,193,3290.76,172.44,211
2023,0,44,0,22.95,211
2023,1,74,1035.27,72,211
1986,0,923,0,1107.36,212
1986,1,50,317.88,293.94,212
1987,0,2322,0,3036.42,212
1987,1,206,961.74,775.0799999999999,212
1988,0,1040,0,1256.76,212
1988,1,152,514.4399999999999,1055.25,212
1989,0,1479,0,1753.11,212
1989,1,339,1624.95,1342.89,212
1991,0,2077,0,2961.81,212
1991,1,391,2076.2999999999997,1598.85,212
1992,0,762,0,664.11,212
1992,1,358,2757.69,1027.71,212
1993,0,2846,0,2233.7999999999997,212
1993,1,838,5905.62,1716.12,212
1994,0,515,0,409.86,212
1994,1,406,4363.92,1692.99,212
1995,0,909,0,921.42,212
1995,1,550,3902.22,1896.93,212
1996,0,983,0,744.75,212
1996,1,585,6055.65,1094.04,212
1997,0,4254,0,2568.06,212
1997,1,2518,13195.26,3230.73,212
1998,0,1889,0,1111.68,212
1998,1,1424,11282.31,2535.75,212
1999,0,543,0,377.91,212
1999,1,707,8733.51,1165.86,212
2000,0,861,0,748.17,212
2000,1,973,10309.23,1647.27,212
2001,0,838,0,784.0799999999999,212
2001,1,845,9028.8,2033.55,212
2002,0,485,0,420.75,212
2002,1,481,5144.04,3436.83,212
2003,0,678,0,436.5,212
2003,1,622,8640.9,1800.4499999999998,212
2005,0,405,0,245.25,212
2005,1,930,13088.79,1490.49,212
2006,0,522,0,271.44,212
2006,1,1033,12064.23,1221.93,212
2007,0,169,0,100.17,212
2007,1,474,10231.92,614.43,212
2008,0,366,0,271.53,212
2008,1,580,8409.69,1351.53,212
2010,0,176,0,102.51,212
2010,1,478,9836.64,768.42,212
2011,0,298,0,172.53,212
2011,1,878,13062.33,1371.4199999999998,212
2012,0,192,0,107.01,212
2012,1,636,12724.83,1278.09,212
2013,0,90,0,77.58,212
2013,1,299,8550.449999999999,586.98,212
2014,0,146,0,108.27,212
2014,1,535,11443.14,786.9599999999999,212
2015,0,368,0,221.22,212
2015,1,854,12724.2,1865.61,212
2016,0,135,0,106.11,212
2016,1,445,8877.33,618.48,212
2017,0,648,0,518.31,212
2017,1,979,13377.15,4938.57,212
2018,0,256,0,154.35,212
2018,1,459,8860.5,1955.16,212
2019,0,443,0,254.97,212
2019,1,1023,14190.75,3084.12,212
2020,0,69,0,36.629999999999995,212
2020,1,249,4567.139999999999,330.65999999999997,212
2021,0,130,0,79.11,212
2021,1,358,8603.279999999999,461.97,212
2022,0,330,0,165.32999999999998,212
2022,1,913,10319.85,708.93,212
2023,0,94,0,52.739999999999995,212
2023,1,317,8344.71,421.38,212
1986,0,358,0,572.13,215
1986,1,42,135.63,205.38,215
1987,0,878,0,845.01,215
1987,1,165,480.6,420.39,215
1988,0,215,0,238.59,215
1988,1,65,391.59,197.37,215
1989,0,244,0,377.01,215
1989,1,109,536.04,248.13,215
1990,0,818,0,620.91,215
1990,1,392,1429.9199999999998,868.5,215
1991,0,128,0,109.53,215
1991,1,124,774.27,245.7,215
1992,0,103,0,108.36,215
1992,1,121,857.43,255.51,215
1993,0,468,0,448.65,215
1993,1,474,2137.23,813.3299999999999,215
